Year,Region_Name,Region_Code,Week_No,Week_Date,Mortality,min,max,Total_population
2019,North East,E12000001,1,2019-01-04 00:00:00,574,-2.511655068,10.67048746,"2,669,941"
2019,North East,E12000001,2,2019-01-11 00:00:00,643,-0.358467959,10.64188575,"2,669,941"
2019,North East,E12000001,3,2019-01-18 00:00:00,627,-3.949547278,9.949347213,"2,669,941"
2019,North East,E12000001,4,2019-01-25 00:00:00,640,-5.146209751,10.00954853,"2,669,941"
2019,North East,E12000001,5,2019-02-01 00:00:00,618,-7.396507255,8.452166701,"2,669,941"
2019,North East,E12000001,6,2019-02-08 00:00:00,608,-7.872533055,9.653125274,"2,669,941"
2019,North East,E12000001,7,2019-02-15 00:00:00,569,-0.174649937,12.63062099,"2,669,941"
2019,North East,E12000001,8,2019-02-22 00:00:00,610,3.042818071,14.8803226,"2,669,941"
2019,North East,E12000001,9,2019-03-01 00:00:00,572,1.092333656,17.2793687,"2,669,941"
2019,North East,E12000001,10,2019-03-08 00:00:00,582,-2.185896724,11.05013533,"2,669,941"
2019,North East,E12000001,11,2019-03-15 00:00:00,527,-0.187624691,10.39416597,"2,669,941"
2019,North East,E12000001,12,2019-03-22 00:00:00,532,-0.271042834,14.19258643,"2,669,941"
2019,North East,E12000001,13,2019-03-29 00:00:00,529,1.717691079,12.56018711,"2,669,941"
2019,North East,E12000001,14,2019-04-05 00:00:00,518,-1.283368456,11.98598903,"2,669,941"
2019,North East,E12000001,15,2019-04-12 00:00:00,510,-2.311734503,10.67371238,"2,669,941"
2019,North East,E12000001,16,2019-04-19 00:00:00,459,-1.893304491,19.30149752,"2,669,941"
2019,North East,E12000001,17,2019-04-26 00:00:00,551,3.950302234,21.75493303,"2,669,941"
2019,North East,E12000001,18,2019-05-03 00:00:00,541,2.261203428,15.78147364,"2,669,941"
2019,North East,E12000001,19,2019-05-10 00:00:00,484,-1.042353781,10.51342529,"2,669,941"
2019,North East,E12000001,20,2019-05-17 00:00:00,548,0.040725171,20.06458148,"2,669,941"
2019,North East,E12000001,21,2019-05-24 00:00:00,530,3.340496688,17.85646458,"2,669,941"
2019,North East,E12000001,22,2019-05-31 00:00:00,436,2.987646773,16.94449873,"2,669,941"
2019,North East,E12000001,23,2019-06-07 00:00:00,554,4.056604631,19.08009045,"2,669,941"
2019,North East,E12000001,24,2019-06-14 00:00:00,507,3.355477991,15.92172574,"2,669,941"
2019,North East,E12000001,25,2019-06-21 00:00:00,478,4.471812501,18.39363689,"2,669,941"
2019,North East,E12000001,26,2019-06-28 00:00:00,475,4.269569154,20.83445524,"2,669,941"
2019,North East,E12000001,27,2019-07-05 00:00:00,437,5.796489122,24.9252292,"2,669,941"
2019,North East,E12000001,28,2019-07-12 00:00:00,458,5.263457101,21.36100817,"2,669,941"
2019,North East,E12000001,29,2019-07-19 00:00:00,478,8.278349798,22.88223248,"2,669,941"
2019,North East,E12000001,30,2019-07-26 00:00:00,534,9.252762695,29.46609146,"2,669,941"
2019,North East,E12000001,31,2019-08-02 00:00:00,536,10.32591801,20.93912569,"2,669,941"
2019,North East,E12000001,32,2019-08-09 00:00:00,530,10.88636947,23.08043493,"2,669,941"
2019,North East,E12000001,33,2019-08-16 00:00:00,497,7.480452304,19.1993095,"2,669,941"
2019,North East,E12000001,34,2019-08-23 00:00:00,505,8.222546892,21.80436102,"2,669,941"
2019,North East,E12000001,35,2019-08-30 00:00:00,466,8.751606902,26.80148961,"2,669,941"
2019,North East,E12000001,36,2019-09-06 00:00:00,473,5.340959976,17.473188,"2,669,941"
2019,North East,E12000001,37,2019-09-13 00:00:00,482,2.340265828,17.71787156,"2,669,941"
2019,North East,E12000001,38,2019-09-20 00:00:00,494,3.684736793,21.61548818,"2,669,941"
2019,North East,E12000001,39,2019-09-27 00:00:00,538,8.624676757,19.75218989,"2,669,941"
2019,North East,E12000001,40,2019-10-04 00:00:00,491,0.744739548,15.9290273,"2,669,941"
2019,North East,E12000001,41,2019-10-11 00:00:00,527,6.905527881,13.55873698,"2,669,941"
2019,North East,E12000001,42,2019-10-18 00:00:00,567,2.862428517,13.46422329,"2,669,941"
2019,North East,E12000001,43,2019-10-25 00:00:00,540,1.232513657,12.96290083,"2,669,941"
2019,North East,E12000001,44,2019-11-01 00:00:00,537,-0.208272983,11.22976773,"2,669,941"
2019,North East,E12000001,45,2019-11-08 00:00:00,553,1.189571941,10.61262779,"2,669,941"
2019,North East,E12000001,46,2019-11-15 00:00:00,607,-1.920559021,7.910060664,"2,669,941"
2019,North East,E12000001,47,2019-11-22 00:00:00,582,-4.199101774,7.92468534,"2,669,941"
2019,North East,E12000001,48,2019-11-29 00:00:00,563,0.23062736,8.928159603,"2,669,941"
2019,North East,E12000001,49,2019-12-06 00:00:00,558,-4.054611973,11.23222458,"2,669,941"
2019,North East,E12000001,50,2019-12-13 00:00:00,585,-1.008112993,11.21939678,"2,669,941"
2019,North East,E12000001,51,2019-12-20 00:00:00,670,-1.32651827,9.618365467,"2,669,941"
2019,North East,E12000001,52,2019-12-27 00:00:00,411,1.381592531,8.87261415,"2,669,941"
2019,North West,E12000002,1,2019-01-04 00:00:00,1456,-2.381889234,10.94475653,"7,341,196"
2019,North West,E12000002,2,2019-01-11 00:00:00,1612,-1.51966099,10.32384236,"7,341,196"
2019,North West,E12000002,3,2019-01-18 00:00:00,1566,-2.806149778,9.607953568,"7,341,196"
2019,North West,E12000002,4,2019-01-25 00:00:00,1593,-3.973560675,9.445854757,"7,341,196"
2019,North West,E12000002,5,2019-02-01 00:00:00,1485,-5.713289281,8.748110534,"7,341,196"
2019,North West,E12000002,6,2019-02-08 00:00:00,1595,-6.32283744,9.92931075,"7,341,196"
2019,North West,E12000002,7,2019-02-15 00:00:00,1618,0.717871352,12.75904853,"7,341,196"
2019,North West,E12000002,8,2019-02-22 00:00:00,1495,3.897203405,15.32918805,"7,341,196"
2019,North West,E12000002,9,2019-03-01 00:00:00,1425,1.63669586,17.84068918,"7,341,196"
2019,North West,E12000002,10,2019-03-08 00:00:00,1463,-0.540357334,11.26181111,"7,341,196"
2019,North West,E12000002,11,2019-03-15 00:00:00,1393,0.836501216,10.05999644,"7,341,196"
2019,North West,E12000002,12,2019-03-22 00:00:00,1437,1.926791036,13.10831506,"7,341,196"
2019,North West,E12000002,13,2019-03-29 00:00:00,1278,1.483779353,12.50902722,"7,341,196"
2019,North West,E12000002,14,2019-04-05 00:00:00,1277,-0.21888846,12.00212344,"7,341,196"
2019,North West,E12000002,15,2019-04-12 00:00:00,1341,-1.405049428,13.01796357,"7,341,196"
2019,North West,E12000002,16,2019-04-19 00:00:00,1225,-1.418691689,21.62683859,"7,341,196"
2019,North West,E12000002,17,2019-04-26 00:00:00,1365,5.907371372,21.98800832,"7,341,196"
2019,North West,E12000002,18,2019-05-03 00:00:00,1493,3.318929768,15.76142095,"7,341,196"
2019,North West,E12000002,19,2019-05-10 00:00:00,1214,1.267519497,11.38990731,"7,341,196"
2019,North West,E12000002,20,2019-05-17 00:00:00,1402,0.943471445,20.54875265,"7,341,196"
2019,North West,E12000002,21,2019-05-24 00:00:00,1397,5.066181291,16.88925043,"7,341,196"
2019,North West,E12000002,22,2019-05-31 00:00:00,1176,3.523073067,17.73836289,"7,341,196"
2019,North West,E12000002,23,2019-06-07 00:00:00,1349,5.761685179,18.37446636,"7,341,196"
2019,North West,E12000002,24,2019-06-14 00:00:00,1313,3.939505856,16.90082981,"7,341,196"
2019,North West,E12000002,25,2019-06-21 00:00:00,1344,6.470858068,17.98025583,"7,341,196"
2019,North West,E12000002,26,2019-06-28 00:00:00,1250,4.973435585,23.53973258,"7,341,196"
2019,North West,E12000002,27,2019-07-05 00:00:00,1269,5.6622715,25.88491212,"7,341,196"
2019,North West,E12000002,28,2019-07-12 00:00:00,1272,8.321536821,20.39437043,"7,341,196"
2019,North West,E12000002,29,2019-07-19 00:00:00,1287,9.278713674,22.63274165,"7,341,196"
2019,North West,E12000002,30,2019-07-26 00:00:00,1237,11.92753306,30.99684904,"7,341,196"
2019,North West,E12000002,31,2019-08-02 00:00:00,1234,11.27287939,21.68596483,"7,341,196"
2019,North West,E12000002,32,2019-08-09 00:00:00,1149,11.91973692,23.05029907,"7,341,196"
2019,North West,E12000002,33,2019-08-16 00:00:00,1237,8.651578308,17.93024885,"7,341,196"
2019,North West,E12000002,34,2019-08-23 00:00:00,1203,10.86015522,21.28920859,"7,341,196"
2019,North West,E12000002,35,2019-08-30 00:00:00,1153,9.675613196,28.12275191,"7,341,196"
2019,North West,E12000002,36,2019-09-06 00:00:00,1248,6.879096476,17.46185779,"7,341,196"
2019,North West,E12000002,37,2019-09-13 00:00:00,1328,3.58347894,17.56398705,"7,341,196"
2019,North West,E12000002,38,2019-09-20 00:00:00,1283,4.556505374,21.2423689,"7,341,196"
2019,North West,E12000002,39,2019-09-27 00:00:00,1299,9.588750152,21.94580888,"7,341,196"
2019,North West,E12000002,40,2019-10-04 00:00:00,1322,1.112648605,15.6163661,"7,341,196"
2019,North West,E12000002,41,2019-10-11 00:00:00,1400,7.746956457,13.96737095,"7,341,196"
2019,North West,E12000002,42,2019-10-18 00:00:00,1400,4.625659559,13.68308074,"7,341,196"
2019,North West,E12000002,43,2019-10-25 00:00:00,1361,3.145371115,12.7862107,"7,341,196"
2019,North West,E12000002,44,2019-11-01 00:00:00,1338,-1.111245601,12.96697858,"7,341,196"
2019,North West,E12000002,45,2019-11-08 00:00:00,1455,0.784908148,10.15546839,"7,341,196"
2019,North West,E12000002,46,2019-11-15 00:00:00,1402,-0.875071832,8.072586832,"7,341,196"
2019,North West,E12000002,47,2019-11-22 00:00:00,1464,-3.566019291,8.349253945,"7,341,196"
2019,North West,E12000002,48,2019-11-29 00:00:00,1469,-1.925645583,10.55148933,"7,341,196"
2019,North West,E12000002,49,2019-12-06 00:00:00,1477,-4.359195307,10.99116181,"7,341,196"
2019,North West,E12000002,50,2019-12-13 00:00:00,1637,0.222805173,11.47710904,"7,341,196"
2019,North West,E12000002,51,2019-12-20 00:00:00,1712,-0.712291976,10.64883702,"7,341,196"
2019,North West,E12000002,52,2019-12-27 00:00:00,1200,2.587231046,8.988333111,"7,341,196"
2019,Yorkshire and The Humber,E12000003,1,2019-01-04 00:00:00,1148,-0.137826576,11.47179657,"5,502,967"
2019,Yorkshire and The Humber,E12000003,2,2019-01-11 00:00:00,1279,-0.39762241,10.93119141,"5,502,967"
2019,Yorkshire and The Humber,E12000003,3,2019-01-18 00:00:00,1197,-3.056289993,10.70394146,"5,502,967"
2019,Yorkshire and The Humber,E12000003,4,2019-01-25 00:00:00,1137,-4.028157811,10.53810665,"5,502,967"
2019,Yorkshire and The Humber,E12000003,5,2019-02-01 00:00:00,1131,-6.624794047,8.879951479,"5,502,967"
2019,Yorkshire and The Humber,E12000003,6,2019-02-08 00:00:00,1133,-6.107155063,10.74833299,"5,502,967"
2019,Yorkshire and The Humber,E12000003,7,2019-02-15 00:00:00,1189,0.149680109,12.98509542,"5,502,967"
2019,Yorkshire and The Humber,E12000003,8,2019-02-22 00:00:00,1124,3.448605126,15.55285297,"5,502,967"
2019,Yorkshire and The Humber,E12000003,9,2019-03-01 00:00:00,1109,1.213723844,17.49760378,"5,502,967"
2019,Yorkshire and The Humber,E12000003,10,2019-03-08 00:00:00,1083,-0.911537335,12.3095929,"5,502,967"
2019,Yorkshire and The Humber,E12000003,11,2019-03-15 00:00:00,1054,0.99052236,10.99427486,"5,502,967"
2019,Yorkshire and The Humber,E12000003,12,2019-03-22 00:00:00,1087,0.950823108,15.90049227,"5,502,967"
2019,Yorkshire and The Humber,E12000003,13,2019-03-29 00:00:00,943,0.511048692,15.51422253,"5,502,967"
2019,Yorkshire and The Humber,E12000003,14,2019-04-05 00:00:00,959,-1.117838915,13.10421918,"5,502,967"
2019,Yorkshire and The Humber,E12000003,15,2019-04-12 00:00:00,1034,-1.116204413,11.6047098,"5,502,967"
2019,Yorkshire and The Humber,E12000003,16,2019-04-19 00:00:00,910,-1.667215993,19.87981293,"5,502,967"
2019,Yorkshire and The Humber,E12000003,17,2019-04-26 00:00:00,996,3.858759311,21.67632555,"5,502,967"
2019,Yorkshire and The Humber,E12000003,18,2019-05-03 00:00:00,1125,2.854829437,15.90085753,"5,502,967"
2019,Yorkshire and The Humber,E12000003,19,2019-05-10 00:00:00,924,1.316255546,10.91599469,"5,502,967"
2019,Yorkshire and The Humber,E12000003,20,2019-05-17 00:00:00,980,1.472107356,19.6895805,"5,502,967"
2019,Yorkshire and The Humber,E12000003,21,2019-05-24 00:00:00,1024,5.051322484,18.54700871,"5,502,967"
2019,Yorkshire and The Humber,E12000003,22,2019-05-31 00:00:00,782,3.99672142,20.29383021,"5,502,967"
2019,Yorkshire and The Humber,E12000003,23,2019-06-07 00:00:00,1025,5.425864101,21.07357022,"5,502,967"
2019,Yorkshire and The Humber,E12000003,24,2019-06-14 00:00:00,889,5.889126138,17.07508076,"5,502,967"
2019,Yorkshire and The Humber,E12000003,25,2019-06-21 00:00:00,931,6.486745979,19.36318424,"5,502,967"
2019,Yorkshire and The Humber,E12000003,26,2019-06-28 00:00:00,984,5.525290723,20.6052765,"5,502,967"
2019,Yorkshire and The Humber,E12000003,27,2019-07-05 00:00:00,896,6.832877161,27.15614799,"5,502,967"
2019,Yorkshire and The Humber,E12000003,28,2019-07-12 00:00:00,932,7.688930644,22.88405158,"5,502,967"
2019,Yorkshire and The Humber,E12000003,29,2019-07-19 00:00:00,841,8.451315826,23.98160259,"5,502,967"
2019,Yorkshire and The Humber,E12000003,30,2019-07-26 00:00:00,895,10.30089792,32.59504346,"5,502,967"
2019,Yorkshire and The Humber,E12000003,31,2019-08-02 00:00:00,936,13.01701454,22.99918632,"5,502,967"
2019,Yorkshire and The Humber,E12000003,32,2019-08-09 00:00:00,867,11.482907,24.07219443,"5,502,967"
2019,Yorkshire and The Humber,E12000003,33,2019-08-16 00:00:00,857,8.308183902,19.905563,"5,502,967"
2019,Yorkshire and The Humber,E12000003,34,2019-08-23 00:00:00,927,9.855137884,24.62746726,"5,502,967"
2019,Yorkshire and The Humber,E12000003,35,2019-08-30 00:00:00,832,8.631977406,28.3586826,"5,502,967"
2019,Yorkshire and The Humber,E12000003,36,2019-09-06 00:00:00,937,6.790850559,19.79464329,"5,502,967"
2019,Yorkshire and The Humber,E12000003,37,2019-09-13 00:00:00,916,3.557829297,20.86562693,"5,502,967"
2019,Yorkshire and The Humber,E12000003,38,2019-09-20 00:00:00,954,3.651713786,20.94027407,"5,502,967"
2019,Yorkshire and The Humber,E12000003,39,2019-09-27 00:00:00,906,9.091337505,21.49904511,"5,502,967"
2019,Yorkshire and The Humber,E12000003,40,2019-10-04 00:00:00,948,1.380015268,16.66983903,"5,502,967"
2019,Yorkshire and The Humber,E12000003,41,2019-10-11 00:00:00,1005,6.087769047,14.68637953,"5,502,967"
2019,Yorkshire and The Humber,E12000003,42,2019-10-18 00:00:00,1019,3.377388108,14.0378024,"5,502,967"
2019,Yorkshire and The Humber,E12000003,43,2019-10-25 00:00:00,1001,1.98540734,12.81978313,"5,502,967"
2019,Yorkshire and The Humber,E12000003,44,2019-11-01 00:00:00,1033,0.218172064,12.54314282,"5,502,967"
2019,Yorkshire and The Humber,E12000003,45,2019-11-08 00:00:00,1053,0.566880232,10.16679279,"5,502,967"
2019,Yorkshire and The Humber,E12000003,46,2019-11-15 00:00:00,1070,-0.613331048,8.339868078,"5,502,967"
2019,Yorkshire and The Humber,E12000003,47,2019-11-22 00:00:00,1039,-3.126591139,8.508154942,"5,502,967"
2019,Yorkshire and The Humber,E12000003,48,2019-11-29 00:00:00,1139,0.942962163,10.25956195,"5,502,967"
2019,Yorkshire and The Humber,E12000003,49,2019-12-06 00:00:00,1011,-2.542936858,11.72497667,"5,502,967"
2019,Yorkshire and The Humber,E12000003,50,2019-12-13 00:00:00,1102,-0.608214582,11.64835753,"5,502,967"
2019,Yorkshire and The Humber,E12000003,51,2019-12-20 00:00:00,1173,-1.393672649,10.85318737,"5,502,967"
2019,Yorkshire and The Humber,E12000003,52,2019-12-27 00:00:00,737,2.200478948,7.963200325,"5,502,967"
2019,East Midlands,E12000004,1,2019-01-04 00:00:00,964,-1.893310379,12.38591376,"4,835,928"
2019,East Midlands,E12000004,2,2019-01-11 00:00:00,1089,-0.385934829,11.09132041,"4,835,928"
2019,East Midlands,E12000004,3,2019-01-18 00:00:00,979,-2.715516434,11.17866763,"4,835,928"
2019,East Midlands,E12000004,4,2019-01-25 00:00:00,1037,-3.661640047,10.97696021,"4,835,928"
2019,East Midlands,E12000004,5,2019-02-01 00:00:00,963,-6.159646515,9.375451666,"4,835,928"
2019,East Midlands,E12000004,6,2019-02-08 00:00:00,988,-5.419898624,11.4343996,"4,835,928"
2019,East Midlands,E12000004,7,2019-02-15 00:00:00,1033,-0.55630177,13.28498599,"4,835,928"
2019,East Midlands,E12000004,8,2019-02-22 00:00:00,928,2.639945655,15.62408288,"4,835,928"
2019,East Midlands,E12000004,9,2019-03-01 00:00:00,927,-0.464978935,17.56609292,"4,835,928"
2019,East Midlands,E12000004,10,2019-03-08 00:00:00,946,0.687670662,13.4117512,"4,835,928"
2019,East Midlands,E12000004,11,2019-03-15 00:00:00,879,1.155716932,12.72949788,"4,835,928"
2019,East Midlands,E12000004,12,2019-03-22 00:00:00,890,2.016538429,16.00413708,"4,835,928"
2019,East Midlands,E12000004,13,2019-03-29 00:00:00,875,0.501588055,16.55666185,"4,835,928"
2019,East Midlands,E12000004,14,2019-04-05 00:00:00,876,-0.623854211,14.59934585,"4,835,928"
2019,East Midlands,E12000004,15,2019-04-12 00:00:00,858,-0.970133667,14.23188351,"4,835,928"
2019,East Midlands,E12000004,16,2019-04-19 00:00:00,759,-1.345429601,20.81661485,"4,835,928"
2019,East Midlands,E12000004,17,2019-04-26 00:00:00,856,3.664397967,22.16110731,"4,835,928"
2019,East Midlands,E12000004,18,2019-05-03 00:00:00,986,2.522815069,17.17573996,"4,835,928"
2019,East Midlands,E12000004,19,2019-05-10 00:00:00,776,1.824400058,13.45812242,"4,835,928"
2019,East Midlands,E12000004,20,2019-05-17 00:00:00,887,1.854948874,18.42085832,"4,835,928"
2019,East Midlands,E12000004,21,2019-05-24 00:00:00,888,6.070957608,20.88533222,"4,835,928"
2019,East Midlands,E12000004,22,2019-05-31 00:00:00,699,4.457559064,22.17553726,"4,835,928"
2019,East Midlands,E12000004,23,2019-06-07 00:00:00,880,6.529203982,23.81900279,"4,835,928"
2019,East Midlands,E12000004,24,2019-06-14 00:00:00,817,6.693770192,18.38703999,"4,835,928"
2019,East Midlands,E12000004,25,2019-06-21 00:00:00,751,6.717195573,20.20550352,"4,835,928"
2019,East Midlands,E12000004,26,2019-06-28 00:00:00,790,7.895367567,22.50433099,"4,835,928"
2019,East Midlands,E12000004,27,2019-07-05 00:00:00,750,7.730970004,29.7415643,"4,835,928"
2019,East Midlands,E12000004,28,2019-07-12 00:00:00,747,9.854567196,23.76866224,"4,835,928"
2019,East Midlands,E12000004,29,2019-07-19 00:00:00,809,9.220884756,24.82338877,"4,835,928"
2019,East Midlands,E12000004,30,2019-07-26 00:00:00,774,10.854477,35.04380663,"4,835,928"
2019,East Midlands,E12000004,31,2019-08-02 00:00:00,782,12.83184737,24.48040153,"4,835,928"
2019,East Midlands,E12000004,32,2019-08-09 00:00:00,795,11.47977996,24.98794152,"4,835,928"
2019,East Midlands,E12000004,33,2019-08-16 00:00:00,749,8.678203961,21.25060829,"4,835,928"
2019,East Midlands,E12000004,34,2019-08-23 00:00:00,726,8.900093234,25.58248566,"4,835,928"
2019,East Midlands,E12000004,35,2019-08-30 00:00:00,697,9.080470634,30.28020425,"4,835,928"
2019,East Midlands,E12000004,36,2019-09-06 00:00:00,867,7.950112784,21.88091149,"4,835,928"
2019,East Midlands,E12000004,37,2019-09-13 00:00:00,774,4.251606421,22.96911333,"4,835,928"
2019,East Midlands,E12000004,38,2019-09-20 00:00:00,827,4.154969676,21.14804877,"4,835,928"
2019,East Midlands,E12000004,39,2019-09-27 00:00:00,842,9.027925116,23.3857021,"4,835,928"
2019,East Midlands,E12000004,40,2019-10-04 00:00:00,875,1.93253265,18.01601711,"4,835,928"
2019,East Midlands,E12000004,41,2019-10-11 00:00:00,847,6.892957221,15.91195396,"4,835,928"
2019,East Midlands,E12000004,42,2019-10-18 00:00:00,863,2.958722848,14.49584678,"4,835,928"
2019,East Midlands,E12000004,43,2019-10-25 00:00:00,846,3.05775913,15.08279377,"4,835,928"
2019,East Midlands,E12000004,44,2019-11-01 00:00:00,877,0.442966938,13.99017264,"4,835,928"
2019,East Midlands,E12000004,45,2019-11-08 00:00:00,880,1.041081094,11.11349765,"4,835,928"
2019,East Midlands,E12000004,46,2019-11-15 00:00:00,889,-0.99886345,9.019839338,"4,835,928"
2019,East Midlands,E12000004,47,2019-11-22 00:00:00,931,-2.53354722,8.672851407,"4,835,928"
2019,East Midlands,E12000004,48,2019-11-29 00:00:00,935,0.681999853,12.18687158,"4,835,928"
2019,East Midlands,E12000004,49,2019-12-06 00:00:00,958,-2.714233033,12.26002788,"4,835,928"
2019,East Midlands,E12000004,50,2019-12-13 00:00:00,973,-0.329905818,11.67100977,"4,835,928"
2019,East Midlands,E12000004,51,2019-12-20 00:00:00,1050,-0.337963903,11.51961589,"4,835,928"
2019,East Midlands,E12000004,52,2019-12-27 00:00:00,729,0.591049805,10.05968259,"4,835,928"
2019,West Midlands,E12000005,1,2019-01-04 00:00:00,1180,-3.840741826,12.34485725,"5,934,037"
2019,West Midlands,E12000005,2,2019-01-11 00:00:00,1299,-2.853949857,11.01966633,"5,934,037"
2019,West Midlands,E12000005,3,2019-01-18 00:00:00,1187,-2.133821522,11.25668681,"5,934,037"
2019,West Midlands,E12000005,4,2019-01-25 00:00:00,1131,-2.374079579,10.95633416,"5,934,037"
2019,West Midlands,E12000005,5,2019-02-01 00:00:00,1150,-6.392191786,9.494649154,"5,934,037"
2019,West Midlands,E12000005,6,2019-02-08 00:00:00,1241,-5.770874322,11.14946861,"5,934,037"
2019,West Midlands,E12000005,7,2019-02-15 00:00:00,1231,-0.58957744,13.88825466,"5,934,037"
2019,West Midlands,E12000005,8,2019-02-22 00:00:00,1143,2.298073375,15.08109281,"5,934,037"
2019,West Midlands,E12000005,9,2019-03-01 00:00:00,1188,-0.757979225,17.76594166,"5,934,037"
2019,West Midlands,E12000005,10,2019-03-08 00:00:00,1150,1.119052403,12.60454932,"5,934,037"
2019,West Midlands,E12000005,11,2019-03-15 00:00:00,1092,1.503953151,12.16806672,"5,934,037"
2019,West Midlands,E12000005,12,2019-03-22 00:00:00,1062,2.119999413,15.50365695,"5,934,037"
2019,West Midlands,E12000005,13,2019-03-29 00:00:00,930,0.082813327,15.93540297,"5,934,037"
2019,West Midlands,E12000005,14,2019-04-05 00:00:00,1050,-0.848077518,13.6298505,"5,934,037"
2019,West Midlands,E12000005,15,2019-04-12 00:00:00,1084,-2.370528807,12.70032503,"5,934,037"
2019,West Midlands,E12000005,16,2019-04-19 00:00:00,928,-1.530936068,21.79720862,"5,934,037"
2019,West Midlands,E12000005,17,2019-04-26 00:00:00,1008,4.582949059,22.5628785,"5,934,037"
2019,West Midlands,E12000005,18,2019-05-03 00:00:00,1136,3.147365452,16.47387963,"5,934,037"
2019,West Midlands,E12000005,19,2019-05-10 00:00:00,906,1.326247177,13.83809243,"5,934,037"
2019,West Midlands,E12000005,20,2019-05-17 00:00:00,1082,0.94434219,19.25683267,"5,934,037"
2019,West Midlands,E12000005,21,2019-05-24 00:00:00,1070,5.078915382,20.39017757,"5,934,037"
2019,West Midlands,E12000005,22,2019-05-31 00:00:00,840,4.082350554,21.23142385,"5,934,037"
2019,West Midlands,E12000005,23,2019-06-07 00:00:00,1082,5.896808547,22.95786783,"5,934,037"
2019,West Midlands,E12000005,24,2019-06-14 00:00:00,950,4.904328237,17.43643551,"5,934,037"
2019,West Midlands,E12000005,25,2019-06-21 00:00:00,938,6.921997524,19.08895418,"5,934,037"
2019,West Midlands,E12000005,26,2019-06-28 00:00:00,1013,6.090592174,23.98730141,"5,934,037"
2019,West Midlands,E12000005,27,2019-07-05 00:00:00,940,6.770674207,29.72640203,"5,934,037"
2019,West Midlands,E12000005,28,2019-07-12 00:00:00,949,8.827579576,22.33559339,"5,934,037"
2019,West Midlands,E12000005,29,2019-07-19 00:00:00,962,8.672524455,24.07783913,"5,934,037"
2019,West Midlands,E12000005,30,2019-07-26 00:00:00,882,11.77580543,32.61420569,"5,934,037"
2019,West Midlands,E12000005,31,2019-08-02 00:00:00,929,11.48631069,24.14075329,"5,934,037"
2019,West Midlands,E12000005,32,2019-08-09 00:00:00,953,11.70830028,23.69003495,"5,934,037"
2019,West Midlands,E12000005,33,2019-08-16 00:00:00,969,8.515795855,19.69250105,"5,934,037"
2019,West Midlands,E12000005,34,2019-08-23 00:00:00,918,9.226761962,24.37883105,"5,934,037"
2019,West Midlands,E12000005,35,2019-08-30 00:00:00,826,7.70246723,29.306424,"5,934,037"
2019,West Midlands,E12000005,36,2019-09-06 00:00:00,939,7.887566317,19.92062061,"5,934,037"
2019,West Midlands,E12000005,37,2019-09-13 00:00:00,1001,3.235171995,21.29331429,"5,934,037"
2019,West Midlands,E12000005,38,2019-09-20 00:00:00,974,3.878573613,21.15486405,"5,934,037"
2019,West Midlands,E12000005,39,2019-09-27 00:00:00,1027,8.000074459,24.2998044,"5,934,037"
2019,West Midlands,E12000005,40,2019-10-04 00:00:00,1008,1.523432888,17.84457538,"5,934,037"
2019,West Midlands,E12000005,41,2019-10-11 00:00:00,1027,7.021042912,15.60047015,"5,934,037"
2019,West Midlands,E12000005,42,2019-10-18 00:00:00,1093,3.426713649,14.45476832,"5,934,037"
2019,West Midlands,E12000005,43,2019-10-25 00:00:00,1019,2.743921826,14.91285316,"5,934,037"
2019,West Midlands,E12000005,44,2019-11-01 00:00:00,967,-0.228333851,14.44932861,"5,934,037"
2019,West Midlands,E12000005,45,2019-11-08 00:00:00,1110,1.163607304,11.85416301,"5,934,037"
2019,West Midlands,E12000005,46,2019-11-15 00:00:00,1080,-2.492698595,8.365147581,"5,934,037"
2019,West Midlands,E12000005,47,2019-11-22 00:00:00,1138,-2.276180423,8.488540358,"5,934,037"
2019,West Midlands,E12000005,48,2019-11-29 00:00:00,1184,-0.828707729,12.87715518,"5,934,037"
2019,West Midlands,E12000005,49,2019-12-06 00:00:00,1083,-2.929980523,11.97961965,"5,934,037"
2019,West Midlands,E12000005,50,2019-12-13 00:00:00,1130,0.148911772,12.26631928,"5,934,037"
2019,West Midlands,E12000005,51,2019-12-20 00:00:00,1269,-1.123520866,11.29800704,"5,934,037"
2019,West Midlands,E12000005,52,2019-12-27 00:00:00,720,0.999549761,10.03191756,"5,934,037"
2019,East,E12000006,1,2019-01-04 00:00:00,1136,-2.506027474,12.23588894,"6,236,072"
2019,East,E12000006,2,2019-01-11 00:00:00,1386,-0.340988578,10.81331472,"6,236,072"
2019,East,E12000006,3,2019-01-18 00:00:00,1344,-2.588880704,11.04395789,"6,236,072"
2019,East,E12000006,4,2019-01-25 00:00:00,1291,-4.255886605,11.16035002,"6,236,072"
2019,East,E12000006,5,2019-02-01 00:00:00,1202,-5.90416943,9.330480508,"6,236,072"
2019,East,E12000006,6,2019-02-08 00:00:00,1283,-3.740589117,11.02702089,"6,236,072"
2019,East,E12000006,7,2019-02-15 00:00:00,1342,-0.410528303,13.85061769,"6,236,072"
2019,East,E12000006,8,2019-02-22 00:00:00,1218,2.23943758,15.15283338,"6,236,072"
2019,East,E12000006,9,2019-03-01 00:00:00,1214,-0.831816985,18.25632756,"6,236,072"
2019,East,E12000006,10,2019-03-08 00:00:00,1116,1.439659552,13.62127252,"6,236,072"
