,Year,Region_Name,Region_Code,Week_No,Week_Date,Mortality,min,max,Total_population,_id
670,2018,Yorkshire and The Humber,E12000003,47,2018-11-23,1013,-1.547234654,10.53545347,"5,479,615",671
671,2018,Yorkshire and The Humber,E12000003,48,2018-11-30,998,0.268759137,13.64543535,"5,479,615",672
672,2018,Yorkshire and The Humber,E12000003,49,2018-12-07,1006,-1.560798063,12.15135524,"5,479,615",673
673,2018,Yorkshire and The Humber,E12000003,50,2018-12-14,1108,-1.387125771,9.140692678,"5,479,615",674
674,2018,Yorkshire and The Humber,E12000003,51,2018-12-21,1148,-1.395987939,9.165792997,"5,479,615",675
675,2018,Yorkshire and The Humber,E12000003,52,2018-12-28,688,-1.190940795,10.83516291,"5,479,615",676
676,2018,East Midlands,E12000004,1,2018-01-05,1085,1.407313696,12.04490965,"4,804,149",677
677,2018,East Midlands,E12000004,2,2018-01-12,1266,-0.667665017,7.572754679,"4,804,149",678
678,2018,East Midlands,E12000004,3,2018-01-19,1175,-0.407133291,9.670158519,"4,804,149",679
679,2018,East Midlands,E12000004,4,2018-01-26,1165,-1.605571765,13.17573868,"4,804,149",680
680,2018,East Midlands,E12000004,5,2018-02-02,1154,0.296124894,13.66283066,"4,804,149",681
681,2018,East Midlands,E12000004,6,2018-02-09,1109,-2.385151983,6.837131328,"4,804,149",682
682,2018,East Midlands,E12000004,7,2018-02-16,1024,-2.427997393,9.091038529,"4,804,149",683
683,2018,East Midlands,E12000004,8,2018-02-23,1034,-3.161841196,10.07893247,"4,804,149",684
684,2018,East Midlands,E12000004,9,2018-03-02,907,-6.621262137,5.911474212,"4,804,149",685
685,2018,East Midlands,E12000004,10,2018-03-09,1072,-2.453212224,10.41549772,"4,804,149",686
721,2018,East Midlands,E12000004,46,2018-11-16,899,6.068809271,13.96432433,"4,804,149",722
722,2018,East Midlands,E12000004,47,2018-11-23,848,-1.874204848,10.29062623,"4,804,149",723
723,2018,East Midlands,E12000004,48,2018-11-30,838,0.662119886,13.88857398,"4,804,149",724
724,2018,East Midlands,E12000004,49,2018-12-07,830,-0.17814935,13.48916832,"4,804,149",725
725,2018,East Midlands,E12000004,50,2018-12-14,873,-1.035776586,10.5807046,"4,804,149",726
726,2018,East Midlands,E12000004,51,2018-12-21,930,-0.868902464,9.738646359,"4,804,149",727
727,2018,East Midlands,E12000004,52,2018-12-28,651,-0.854361087,10.17750895,"4,804,149",728
728,2018,West Midlands,E12000005,1,2018-01-05,1313,1.420638519,12.2199523,"5,900,757",729
729,2018,West Midlands,E12000005,2,2018-01-12,1468,-1.696442101,8.374034081,"5,900,757",730
730,2018,West Midlands,E12000005,3,2018-01-19,1544,-0.090106687,10.24544006,"5,900,757",731
731,2018,West Midlands,E12000005,4,2018-01-26,1433,-0.46378836,12.72965311,"5,900,757",732
732,2018,West Midlands,E12000005,5,2018-02-02,1441,-0.83067008,12.76944557,"5,900,757",733
733,2018,West Midlands,E12000005,6,2018-02-09,1335,-3.664884086,7.744521911,"5,900,757",734
734,2018,West Midlands,E12000005,7,2018-02-16,1285,-3.148972744,9.738239925,"5,900,757",735
735,2018,West Midlands,E12000005,8,2018-02-23,1251,-4.062965077,11.1099046,"5,900,757",736
736,2018,West Midlands,E12000005,9,2018-03-02,1308,-6.973803907,5.336179508,"5,900,757",737
737,2018,West Midlands,E12000005,10,2018-03-09,1390,-2.848190774,10.68003837,"5,900,757",738
773,2018,West Midlands,E12000005,46,2018-11-16,1047,5.813763309,13.55967503,"5,900,757",774
774,2018,West Midlands,E12000005,47,2018-11-23,1001,-2.295311872,9.970392968,"5,900,757",775
775,2018,West Midlands,E12000005,48,2018-11-30,1076,-1.480300732,14.21581205,"5,900,757",776
776,2018,West Midlands,E12000005,49,2018-12-07,1098,-0.077841759,13.15055503,"5,900,757",777
777,2018,West Midlands,E12000005,50,2018-12-14,1034,-2.557419288,11.30731403,"5,900,757",778
778,2018,West Midlands,E12000005,51,2018-12-21,1145,-2.003820101,10.62295728,"5,900,757",779
779,2018,West Midlands,E12000005,52,2018-12-28,660,1.333671087,10.44229628,"5,900,757",780
780,2018,East,E12000006,1,2018-01-05,1404,2.020014123,12.90333746,"6,201,214",781
781,2018,East,E12000006,2,2018-01-12,1677,-1.315824316,8.243473056,"6,201,214",782
782,2018,East,E12000006,3,2018-01-19,1562,-0.369902287,10.41500126,"6,201,214",783
783,2018,East,E12000006,4,2018-01-26,1553,-1.212527747,13.54397039,"6,201,214",784
784,2018,East,E12000006,5,2018-02-02,1468,-0.74584807,13.55336548,"6,201,214",785
785,2018,East,E12000006,6,2018-02-09,1359,-3.803205744,6.37461832,"6,201,214",786
786,2018,East,E12000006,7,2018-02-16,1307,-2.27836392,9.582429776,"6,201,214",787
787,2018,East,E12000006,8,2018-02-23,1300,-1.958501714,9.846049094,"6,201,214",788
788,2018,East,E12000006,9,2018-03-02,1088,-6.827698357,5.89875413,"6,201,214",789
789,2018,East,E12000006,10,2018-03-09,1390,-2.245593366,10.80804089,"6,201,214",790
825,2018,East,E12000006,46,2018-11-16,1128,7.044235637,14.33080203,"6,201,214",826
826,2018,East,E12000006,47,2018-11-23,1071,-1.850069307,11.18646481,"6,201,214",827
827,2018,East,E12000006,48,2018-11-30,1077,1.572538413,13.60456445,"6,201,214",828
828,2018,East,E12000006,49,2018-12-07,1106,-0.246125928,14.38134534,"6,201,214",829
829,2018,East,E12000006,50,2018-12-14,1130,-0.378234135,11.00248267,"6,201,214",830
830,2018,East,E12000006,51,2018-12-21,1124,0.413464302,11.92686661,"6,201,214",831
831,2018,East,E12000006,52,2018-12-28,695,-1.63755154,10.4588389,"6,201,214",832
832,2018,London,E12000007,1,2018-01-05,1130,3.399408704,13.91716464,"8,908,081",833
833,2018,London,E12000007,2,2018-01-12,1342,0.672641111,9.902173043,"8,908,081",834
834,2018,London,E12000007,3,2018-01-19,1239,0.089409929,11.74476521,"8,908,081",835
835,2018,London,E12000007,4,2018-01-26,1264,0.737056035,13.11627423,"8,908,081",836
836,2018,London,E12000007,5,2018-02-02,1208,-1.398545804,13.304858,"8,908,081",837
837,2018,London,E12000007,6,2018-02-09,1041,-3.891399955,7.444617345,"8,908,081",838
838,2018,London,E12000007,7,2018-02-16,1171,-2.329352891,10.27238441,"8,908,081",839
839,2018,London,E12000007,8,2018-02-23,1105,-1.700877817,10.84983142,"8,908,081",840
840,2018,London,E12000007,9,2018-03-02,1060,-6.793170171,5.974184302,"8,908,081",841
841,2018,London,E12000007,10,2018-03-09,1177,-1.676468999,11.08095467,"8,908,081",842
877,2018,London,E12000007,46,2018-11-16,940,7.577265128,14.70741678,"8,908,081",878
878,2018,London,E12000007,47,2018-11-23,903,-2.31272378,11.8264581,"8,908,081",879
879,2018,London,E12000007,48,2018-11-30,948,1.886458245,13.83299271,"8,908,081",880
880,2018,London,E12000007,49,2018-12-07,958,0.840860088,14.94590526,"8,908,081",881
881,2018,London,E12000007,50,2018-12-14,1007,-0.938783807,11.86372397,"8,908,081",882
882,2018,London,E12000007,51,2018-12-21,1035,-0.170322863,12.91668665,"8,908,081",883
883,2018,London,E12000007,52,2018-12-28,655,-0.136097951,12.85930635,"8,908,081",884
884,2018,South East,E12000008,1,2018-01-05,1902,2.785745067,13.18492266,"9,133,625",885
885,2018,South East,E12000008,2,2018-01-12,2371,0.657588028,9.804558821,"9,133,625",886
886,2018,South East,E12000008,3,2018-01-19,2287,-0.3893998,10.96252198,"9,133,625",887
887,2018,South East,E12000008,4,2018-01-26,2184,0.573885835,12.28137565,"9,133,625",888
888,2018,South East,E12000008,5,2018-02-02,2046,-2.142824751,12.3318677,"9,133,625",889
889,2018,South East,E12000008,6,2018-02-09,1867,-4.077496985,7.094261797,"9,133,625",890
890,2018,South East,E12000008,7,2018-02-16,1810,-2.744197518,9.854611645,"9,133,625",891
891,2018,South East,E12000008,8,2018-02-23,1757,-2.895592382,10.69399941,"9,133,625",892
892,2018,South East,E12000008,9,2018-03-02,1611,-7.907419388,5.519669806,"9,133,625",893
893,2018,South East,E12000008,10,2018-03-09,1919,-2.317664456,10.44427131,"9,133,625",894
929,2018,South East,E12000008,46,2018-11-16,1538,7.095002107,14.25527124,"9,133,625",930
930,2018,South East,E12000008,47,2018-11-23,1503,-2.416710504,10.78994402,"9,133,625",931
931,2018,South East,E12000008,48,2018-11-30,1523,0.806119856,13.31693521,"9,133,625",932
932,2018,South East,E12000008,49,2018-12-07,1594,0.491404613,13.90237814,"9,133,625",933
933,2018,South East,E12000008,50,2018-12-14,1573,-2.593901298,11.62518503,"9,133,625",934
934,2018,South East,E12000008,51,2018-12-21,1688,-1.231464773,12.3830011,"9,133,625",935
935,2018,South East,E12000008,52,2018-12-28,1062,0.257304709,12.6143944,"9,133,625",936
936,2018,South West,E12000009,1,2018-01-05,1393,3.529835732,12.87840206,"5,599,735",937
937,2018,South West,E12000009,2,2018-01-12,1552,-0.555669907,9.706246575,"5,599,735",938
938,2018,South West,E12000009,3,2018-01-19,1535,0.826143585,10.82701929,"5,599,735",939
939,2018,South West,E12000009,4,2018-01-26,1460,1.755449837,12.58535128,"5,599,735",940
940,2018,South West,E12000009,5,2018-02-02,1382,-1.440734563,11.56393812,"5,599,735",941
941,2018,South West,E12000009,6,2018-02-09,1378,-2.089608664,7.971900224,"5,599,735",942
942,2018,South West,E12000009,7,2018-02-16,1283,-1.992722428,10.19798273,"5,599,735",943
943,2018,South West,E12000009,8,2018-02-23,1314,-2.399194535,10.92383649,"5,599,735",944
944,2018,South West,E12000009,9,2018-03-02,997,-6.111008722,5.436743012,"5,599,735",945
945,2018,South West,E12000009,10,2018-03-09,1560,-1.762826456,10.74422005,"5,599,735",946
981,2018,South West,E12000009,46,2018-11-16,1077,6.735654469,13.76800398,"5,599,735",982
982,2018,South West,E12000009,47,2018-11-23,1062,-0.302058997,10.29322176,"5,599,735",983
983,2018,South West,E12000009,48,2018-11-30,1040,-0.384947881,13.87342541,"5,599,735",984
984,2018,South West,E12000009,49,2018-12-07,1076,0.731429609,13.12687687,"5,599,735",985
985,2018,South West,E12000009,50,2018-12-14,1106,-0.528993693,11.73133013,"5,599,735",986
986,2018,South West,E12000009,51,2018-12-21,1225,0.588691837,12.08232299,"5,599,735",987
987,2018,South West,E12000009,52,2018-12-28,756,1.594848772,12.10827276,"5,599,735",988
988,2018,Wales,W92000004,1,2018-01-05,783,2.139844023,11.29808176,"3,138,631",989
989,2018,Wales,W92000004,2,2018-01-12,904,-1.883610749,8.335862457,"3,138,631",990
990,2018,Wales,W92000004,3,2018-01-19,885,-0.128056923,9.610724322,"3,138,631",991
991,2018,Wales,W92000004,4,2018-01-26,850,-0.090350582,11.13901936,"3,138,631",992
992,2018,Wales,W92000004,5,2018-02-02,815,-0.661167225,10.84538079,"3,138,631",993
993,2018,Wales,W92000004,6,2018-02-09,801,-3.335551216,7.538623142,"3,138,631",994
994,2018,Wales,W92000004,7,2018-02-16,803,-2.315544433,9.285526632,"3,138,631",995
995,2018,Wales,W92000004,8,2018-02-23,789,-2.978434403,10.67074493,"3,138,631",996
996,2018,Wales,W92000004,9,2018-03-02,634,-7.394792638,4.66891083,"3,138,631",997
997,2018,Wales,W92000004,10,2018-03-09,896,-3.078420318,9.991138258,"3,138,631",998
1033,2018,Wales,W92000004,46,2018-11-16,656,5.876142802,13.42025968,"3,138,631",1034
1034,2018,Wales,W92000004,47,2018-11-23,657,-0.319030875,10.27562127,"3,138,631",1035
1035,2018,Wales,W92000004,48,2018-11-30,673,-0.891672133,13.73851133,"3,138,631",1036
1036,2018,Wales,W92000004,49,2018-12-07,674,0.212662745,12.00064057,"3,138,631",1037
1037,2018,Wales,W92000004,50,2018-12-14,708,-1.687410741,10.37727329,"3,138,631",1038
1038,2018,Wales,W92000004,51,2018-12-21,724,-0.666374829,10.46519788,"3,138,631",1039
1039,2018,Wales,W92000004,52,2018-12-28,461,4.326686788,10.17836234,"3,138,631",1040
0,2019,North East,E12000001,1,2019-01-04,574,-2.511655068,10.67048746,"2,669,941",1
1,2019,North East,E12000001,2,2019-01-11,643,-0.358467959,10.64188575,"2,669,941",2
2,2019,North East,E12000001,3,2019-01-18,627,-3.949547278,9.949347213,"2,669,941",3
3,2019,North East,E12000001,4,2019-01-25,640,-5.146209751,10.00954853,"2,669,941",4
4,2019,North East,E12000001,5,2019-02-01,618,-7.396507255,8.452166701,"2,669,941",5
5,2019,North East,E12000001,6,2019-02-08,608,-7.872533055,9.653125274,"2,669,941",6
6,2019,North East,E12000001,7,2019-02-15,569,-0.174649937,12.63062099,"2,669,941",7
7,2019,North East,E12000001,8,2019-02-22,610,3.042818071,14.8803226,"2,669,941",8
8,2019,North East,E12000001,9,2019-03-01,572,1.092333656,17.2793687,"2,669,941",9
9,2019,North East,E12000001,10,2019-03-08,582,-2.185896724,11.05013533,"2,669,941",10
46,2019,North East,E12000001,47,2019-11-22,582,-4.199101774,7.92468534,"2,669,941",47
47,2019,North East,E12000001,48,2019-11-29,563,0.23062736,8.928159603,"2,669,941",48
48,2019,North East,E12000001,49,2019-12-06,558,-4.054611973,11.23222458,"2,669,941",49
49,2019,North East,E12000001,50,2019-12-13,585,-1.008112993,11.21939678,"2,669,941",50
50,2019,North East,E12000001,51,2019-12-20,670,-1.32651827,9.618365467,"2,669,941",51
51,2019,North East,E12000001,52,2019-12-27,411,1.381592531,8.87261415,"2,669,941",52
52,2019,North West,E12000002,1,2019-01-04,1456,-2.381889234,10.94475653,"7,341,196",53
53,2019,North West,E12000002,2,2019-01-11,1612,-1.51966099,10.32384236,"7,341,196",54
54,2019,North West,E12000002,3,2019-01-18,1566,-2.806149778,9.607953568,"7,341,196",55
55,2019,North West,E12000002,4,2019-01-25,1593,-3.973560675,9.445854757,"7,341,196",56
56,2019,North West,E12000002,5,2019-02-01,1485,-5.713289281,8.748110534,"7,341,196",57
57,2019,North West,E12000002,6,2019-02-08,1595,-6.32283744,9.92931075,"7,341,196",58
58,2019,North West,E12000002,7,2019-02-15,1618,0.717871352,12.75904853,"7,341,196",59
59,2019,North West,E12000002,8,2019-02-22,1495,3.897203405,15.32918805,"7,341,196",60
60,2019,North West,E12000002,9,2019-03-01,1425,1.63669586,17.84068918,"7,341,196",61
61,2019,North West,E12000002,10,2019-03-08,1463,-0.540357334,11.26181111,"7,341,196",62
98,2019,North West,E12000002,47,2019-11-22,1464,-3.566019291,8.349253945,"7,341,196",99
99,2019,North West,E12000002,48,2019-11-29,1469,-1.925645583,10.55148933,"7,341,196",100
100,2019,North West,E12000002,49,2019-12-06,1477,-4.359195307,10.99116181,"7,341,196",101
101,2019,North West,E12000002,50,2019-12-13,1637,0.222805173,11.47710904,"7,341,196",102
102,2019,North West,E12000002,51,2019-12-20,1712,-0.712291976,10.64883702,"7,341,196",103
103,2019,North West,E12000002,52,2019-12-27,1200,2.587231046,8.988333111,"7,341,196",104
104,2019,Yorkshire and The Humber,E12000003,1,2019-01-04,1148,-0.137826576,11.47179657,"5,502,967",105
105,2019,Yorkshire and The Humber,E12000003,2,2019-01-11,1279,-0.39762241,10.93119141,"5,502,967",106
106,2019,Yorkshire and The Humber,E12000003,3,2019-01-18,1197,-3.056289993,10.70394146,"5,502,967",107
107,2019,Yorkshire and The Humber,E12000003,4,2019-01-25,1137,-4.028157811,10.53810665,"5,502,967",108
108,2019,Yorkshire and The Humber,E12000003,5,2019-02-01,1131,-6.624794047,8.879951479,"5,502,967",109
109,2019,Yorkshire and The Humber,E12000003,6,2019-02-08,1133,-6.107155063,10.74833299,"5,502,967",110
110,2019,Yorkshire and The Humber,E12000003,7,2019-02-15,1189,0.149680109,12.98509542,"5,502,967",111
111,2019,Yorkshire and The Humber,E12000003,8,2019-02-22,1124,3.448605126,15.55285297,"5,502,967",112
112,2019,Yorkshire and The Humber,E12000003,9,2019-03-01,1109,1.213723844,17.49760378,"5,502,967",113
113,2019,Yorkshire and The Humber,E12000003,10,2019-03-08,1083,-0.911537335,12.3095929,"5,502,967",114
150,2019,Yorkshire and The Humber,E12000003,47,2019-11-22,1039,-3.126591139,8.508154942,"5,502,967",151
151,2019,Yorkshire and The Humber,E12000003,48,2019-11-29,1139,0.942962163,10.25956195,"5,502,967",152
152,2019,Yorkshire and The Humber,E12000003,49,2019-12-06,1011,-2.542936858,11.72497667,"5,502,967",153
153,2019,Yorkshire and The Humber,E12000003,50,2019-12-13,1102,-0.608214582,11.64835753,"5,502,967",154
154,2019,Yorkshire and The Humber,E12000003,51,2019-12-20,1173,-1.393672649,10.85318737,"5,502,967",155
155,2019,Yorkshire and The Humber,E12000003,52,2019-12-27,737,2.200478948,7.963200325,"5,502,967",156
156,2019,East Midlands,E12000004,1,2019-01-04,964,-1.893310379,12.38591376,"4,835,928",157
157,2019,East Midlands,E12000004,2,2019-01-11,1089,-0.385934829,11.09132041,"4,835,928",158
158,2019,East Midlands,E12000004,3,2019-01-18,979,-2.715516434,11.17866763,"4,835,928",159
159,2019,East Midlands,E12000004,4,2019-01-25,1037,-3.661640047,10.97696021,"4,835,928",160
160,2019,East Midlands,E12000004,5,2019-02-01,963,-6.159646515,9.375451666,"4,835,928",161
161,2019,East Midlands,E12000004,6,2019-02-08,988,-5.419898624,11.4343996,"4,835,928",162
162,2019,East Midlands,E12000004,7,2019-02-15,1033,-0.55630177,13.28498599,"4,835,928",163
163,2019,East Midlands,E12000004,8,2019-02-22,928,2.639945655,15.62408288,"4,835,928",164
164,2019,East Midlands,E12000004,9,2019-03-01,927,-0.464978935,17.56609292,"4,835,928",165
165,2019,East Midlands,E12000004,10,2019-03-08,946,0.687670662,13.4117512,"4,835,928",166
202,2019,East Midlands,E12000004,47,2019-11-22,931,-2.53354722,8.672851407,"4,835,928",203
203,2019,East Midlands,E12000004,48,2019-11-29,935,0.681999853,12.18687158,"4,835,928",204
204,2019,East Midlands,E12000004,49,2019-12-06,958,-2.714233033,12.26002788,"4,835,928",205
205,2019,East Midlands,E12000004,50,2019-12-13,973,-0.329905818,11.67100977,"4,835,928",206
206,2019,East Midlands,E12000004,51,2019-12-20,1050,-0.337963903,11.51961589,"4,835,928",207
207,2019,East Midlands,E12000004,52,2019-12-27,729,0.591049805,10.05968259,"4,835,928",208
208,2019,West Midlands,E12000005,1,2019-01-04,1180,-3.840741826,12.34485725,"5,934,037",209
209,2019,West Midlands,E12000005,2,2019-01-11,1299,-2.853949857,11.01966633,"5,934,037",210
210,2019,West Midlands,E12000005,3,2019-01-18,1187,-2.133821522,11.25668681,"5,934,037",211
211,2019,West Midlands,E12000005,4,2019-01-25,1131,-2.374079579,10.95633416,"5,934,037",212
212,2019,West Midlands,E12000005,5,2019-02-01,1150,-6.392191786,9.494649154,"5,934,037",213
213,2019,West Midlands,E12000005,6,2019-02-08,1241,-5.770874322,11.14946861,"5,934,037",214
214,2019,West Midlands,E12000005,7,2019-02-15,1231,-0.58957744,13.88825466,"5,934,037",215
215,2019,West Midlands,E12000005,8,2019-02-22,1143,2.298073375,15.08109281,"5,934,037",216
216,2019,West Midlands,E12000005,9,2019-03-01,1188,-0.757979225,17.76594166,"5,934,037",217
217,2019,West Midlands,E12000005,10,2019-03-08,1150,1.119052403,12.60454932,"5,934,037",218
254,2019,West Midlands,E12000005,47,2019-11-22,1138,-2.276180423,8.488540358,"5,934,037",255
255,2019,West Midlands,E12000005,48,2019-11-29,1184,-0.828707729,12.87715518,"5,934,037",256
256,2019,West Midlands,E12000005,49,2019-12-06,1083,-2.929980523,11.97961965,"5,934,037",257
257,2019,West Midlands,E12000005,50,2019-12-13,1130,0.148911772,12.26631928,"5,934,037",258
258,2019,West Midlands,E12000005,51,2019-12-20,1269,-1.123520866,11.29800704,"5,934,037",259
259,2019,West Midlands,E12000005,52,2019-12-27,720,0.999549761,10.03191756,"5,934,037",260
260,2019,East,E12000006,1,2019-01-04,1136,-2.506027474,12.23588894,"6,236,072",261
261,2019,East,E12000006,2,2019-01-11,1386,-0.340988578,10.81331472,"6,236,072",262
262,2019,East,E12000006,3,2019-01-18,1344,-2.588880704,11.04395789,"6,236,072",263
263,2019,East,E12000006,4,2019-01-25,1291,-4.255886605,11.16035002,"6,236,072",264
264,2019,East,E12000006,5,2019-02-01,1202,-5.90416943,9.330480508,"6,236,072",265
265,2019,East,E12000006,6,2019-02-08,1283,-3.740589117,11.02702089,"6,236,072",266
266,2019,East,E12000006,7,2019-02-15,1342,-0.410528303,13.85061769,"6,236,072",267
267,2019,East,E12000006,8,2019-02-22,1218,2.23943758,15.15283338,"6,236,072",268
268,2019,East,E12000006,9,2019-03-01,1214,-0.831816985,18.25632756,"6,236,072",269
269,2019,East,E12000006,10,2019-03-08,1116,1.439659552,13.62127252,"6,236,072",270
306,2019,East,E12000006,47,2019-11-22,1166,-2.515935445,9.407349883,"6,236,072",307
307,2019,East,E12000006,48,2019-11-29,1116,1.434471812,12.48366434,"6,236,072",308
308,2019,East,E12000006,49,2019-12-06,1184,-2.063929723,12.48730645,"6,236,072",309
309,2019,East,E12000006,50,2019-12-13,1176,-1.058307902,11.40682825,"6,236,072",310
310,2019,East,E12000006,51,2019-12-20,1238,0.971722201,12.09276971,"6,236,072",311
311,2019,East,E12000006,52,2019-12-27,716,-0.565955738,10.65506244,"6,236,072",312
312,2019,London,E12000007,1,2019-01-04,1021,0.232974074,12.36739335,"8,961,989",313
313,2019,London,E12000007,2,2019-01-11,1137,0.068768623,11.1005115,"8,961,989",314
314,2019,London,E12000007,3,2019-01-18,1073,-1.761369708,11.79991158,"8,961,989",315
315,2019,London,E12000007,4,2019-01-25,1045,-3.402575952,11.77572042,"8,961,989",316
316,2019,London,E12000007,5,2019-02-01,1066,-5.039145889,10.28509928,"8,961,989",317
317,2019,London,E12000007,6,2019-02-08,1088,-3.549469474,11.04226092,"8,961,989",318
318,2019,London,E12000007,7,2019-02-15,1061,-0.688356817,14.70093476,"8,961,989",319
319,2019,London,E12000007,8,2019-02-22,1045,1.950177524,15.28638358,"8,961,989",320
320,2019,London,E12000007,9,2019-03-01,1009,0.843753045,19.70143761,"8,961,989",321
321,2019,London,E12000007,10,2019-03-08,1004,2.574355688,14.23777166,"8,961,989",322
358,2019,London,E12000007,47,2019-11-22,1023,-2.134250322,9.495824505,"8,961,989",359
359,2019,London,E12000007,48,2019-11-29,1025,2.353548394,13.26108854,"8,961,989",360
360,2019,London,E12000007,49,2019-12-06,986,-1.756719287,13.02907738,"8,961,989",361
361,2019,London,E12000007,50,2019-12-13,1044,-0.343345536,11.7385093,"8,961,989",362
362,2019,London,E12000007,51,2019-12-20,1028,1.119665597,13.22729046,"8,961,989",363
363,2019,London,E12000007,52,2019-12-27,653,0.208818103,11.83809377,"8,961,989",364
364,2019,South East,E12000008,1,2019-01-04,1586,-2.353040534,11.82800776,"9,180,135",365
365,2019,South East,E12000008,2,2019-01-11,1927,-2.138223851,10.48081416,"9,180,135",366
366,2019,South East,E12000008,3,2019-01-18,1936,-2.606364782,11.28725889,"9,180,135",367
367,2019,South East,E12000008,4,2019-01-25,1875,-3.838497921,11.14395272,"9,180,135",368
368,2019,South East,E12000008,5,2019-02-01,1718,-6.283842975,9.780652111,"9,180,135",369
369,2019,South East,E12000008,6,2019-02-08,1738,-4.851562732,10.37982397,"9,180,135",370
370,2019,South East,E12000008,7,2019-02-15,1802,-0.326199646,13.44148628,"9,180,135",371
371,2019,South East,E12000008,8,2019-02-22,1777,1.535989591,13.36009755,"9,180,135",372
372,2019,South East,E12000008,9,2019-03-01,1712,-0.297830308,17.98841431,"9,180,135",373
373,2019,South East,E12000008,10,2019-03-08,1708,2.169525075,13.06305082,"9,180,135",374
410,2019,South East,E12000008,47,2019-11-22,1618,-2.627003489,9.29109025,"9,180,135",411
411,2019,South East,E12000008,48,2019-11-29,1648,1.877810673,12.97829135,"9,180,135",412
412,2019,South East,E12000008,49,2019-12-06,1647,-2.680076147,12.24985084,"9,180,135",413
413,2019,South East,E12000008,50,2019-12-13,1690,-1.077149595,11.68886517,"9,180,135",414
414,2019,South East,E12000008,51,2019-12-20,1709,1.017209708,12.2245579,"9,180,135",415
415,2019,South East,E12000008,52,2019-12-27,1094,0.133304755,11.39255637,"9,180,135",416
416,2019,South West,E12000009,1,2019-01-04,1136,-2.264544568,11.11004636,"5,624,696",417
417,2019,South West,E12000009,2,2019-01-11,1394,-2.248189269,10.09559259,"5,624,696",418
418,2019,South West,E12000009,3,2019-01-18,1236,-0.90336618,10.64719671,"5,624,696",419
419,2019,South West,E12000009,4,2019-01-25,1229,-0.352672746,11.23870885,"5,624,696",420
420,2019,South West,E12000009,5,2019-02-01,1191,-4.369604774,9.615037736,"5,624,696",421
421,2019,South West,E12000009,6,2019-02-08,1251,-4.46089952,11.07667432,"5,624,696",422
422,2019,South West,E12000009,7,2019-02-15,1207,0.638972967,13.6029645,"5,624,696",423
423,2019,South West,E12000009,8,2019-02-22,1234,2.43475286,13.43718297,"5,624,696",424
424,2019,South West,E12000009,9,2019-03-01,1178,1.233506028,16.85165233,"5,624,696",425
425,2019,South West,E12000009,10,2019-03-08,1198,1.82175273,12.4130152,"5,624,696",426
462,2019,South West,E12000009,47,2019-11-22,1203,-0.702635766,9.105565991,"5,624,696",463
463,2019,South West,E12000009,48,2019-11-29,1166,3.818811124,13.19329341,"5,624,696",464
464,2019,South West,E12000009,49,2019-12-06,1157,-2.398174955,11.74599193,"5,624,696",465
465,2019,South West,E12000009,50,2019-12-13,1130,0.810863401,12.22449691,"5,624,696",466
466,2019,South West,E12000009,51,2019-12-20,1288,0.455681158,11.42903715,"5,624,696",467
467,2019,South West,E12000009,52,2019-12-27,766,1.109657714,10.80492516,"5,624,696",468
468,2019,Wales,W92000004,1,2019-01-04,718,-3.254661461,10.77960669,"3,152,879",469
469,2019,Wales,W92000004,2,2019-01-11,809,-2.217507981,9.884131765,"3,152,879",470
470,2019,Wales,W92000004,3,2019-01-18,683,-1.133903425,9.817514766,"3,152,879",471
471,2019,Wales,W92000004,4,2019-01-25,734,-1.08549749,9.876860344,"3,152,879",472
472,2019,Wales,W92000004,5,2019-02-01,745,-5.451846874,8.742455831,"3,152,879",473
473,2019,Wales,W92000004,6,2019-02-08,701,-4.856182133,9.952397652,"3,152,879",474
474,2019,Wales,W92000004,7,2019-02-15,748,1.165900078,13.46778679,"3,152,879",475
475,2019,Wales,W92000004,8,2019-02-22,695,3.873962988,14.10651403,"3,152,879",476
476,2019,Wales,W92000004,9,2019-03-01,684,1.020036356,17.49285203,"3,152,879",477
477,2019,Wales,W92000004,10,2019-03-08,622,1.361794577,10.57155863,"3,152,879",478
514,2019,Wales,W92000004,47,2019-11-22,699,-1.456377245,8.463709947,"3,152,879",515
515,2019,Wales,W92000004,48,2019-11-29,689,0.374405928,11.81404333,"3,152,879",516
516,2019,Wales,W92000004,49,2019-12-06,737,-3.292513687,10.73561536,"3,152,879",517
517,2019,Wales,W92000004,50,2019-12-13,699,0.772689102,11.92177863,"3,152,879",518
518,2019,Wales,W92000004,51,2019-12-20,767,-0.890280245,10.86622977,"3,152,879",519
519,2019,Wales,W92000004,52,2019-12-27,496,1.262466745,9.938849865,"3,152,879",520
